"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.699129425E2,6.501506532E1,2.546258293E1,-4.740458322E0,1.470000029E0,3.021000061E2,3.790092468E0,4.098872662E0
6.709159839E2,6.501507337E1,2.546255698E1,-5.042221131E0,1.450000048E0,3.036000061E2,3.790092468E0,4.049304485E0
6.719138175E2,6.501508198E1,2.546253114E1,-5.096059344E0,1.429999948E0,3.036000061E2,3.790092468E0,3.896192551E0
6.729152544E2,6.501508928E1,2.546250523E1,-5.160211998E0,1.500000000E0,3.007999878E2,3.790092468E0,3.718162537E0
6.739146791E2,6.501509632E1,2.546248090E1,-4.791991391E0,1.440000057E0,3.026000061E2,3.790092468E0,3.415435553E0
6.749142483E2,6.501510341E1,2.546245494E1,-4.493595140E0,1.470000029E0,3.006000061E2,3.790092468E0,3.162031174E0
6.759127468E2,6.501511079E1,2.546243127E1,-3.868050397E0,1.440000057E0,3.035000000E2,3.790092468E0,2.973672628E0
6.769153064E2,6.501511666E1,2.546240766E1,-3.962903016E0,1.409999967E0,3.017999878E2,3.790092468E0,2.872684002E0
6.779141745E2,6.501512283E1,2.546238380E1,-4.003434481E0,1.460000038E0,3.028999939E2,3.790092468E0,2.818616867E0
6.789140621E2,6.501512909E1,2.546236041E1,-3.930684696E0,1.460000038E0,3.033999939E2,3.790092468E0,2.840605259E0
6.799134974E2,6.501513411E1,2.546233513E1,-3.635278321E0,1.440000057E0,3.027999878E2,3.790092468E0,2.758547783E0
6.809131814E2,6.501513880E1,2.546231057E1,-3.793240906E0,1.409999967E0,3.001000061E2,3.790092468E0,2.549106359E0
6.819134956E2,6.501514578E1,2.546228467E1,-3.689607794E0,1.500000000E0,3.045000000E2,3.790092468E0,2.500000000E0
6.829160951E2,6.501515221E1,2.546225993E1,-3.656408956E0,1.529999971E0,3.043999939E2,3.790092468E0,2.500000000E0
6.839144153E2,6.501515894E1,2.546223572E1,-3.372538808E0,1.450000048E0,3.032999878E2,3.790092468E0,2.500000000E0
6.849130925E2,6.501516612E1,2.546220987E1,-3.189682138E0,1.529999971E0,3.028999939E2,3.790092468E0,2.500000000E0
6.859138929E2,6.501517433E1,2.546218459E1,-3.015920062E0,1.490000010E0,3.055000000E2,3.790092468E0,2.500000000E0
6.869154901E2,6.501518227E1,2.546216080E1,-2.845880919E0,1.480000019E0,3.066000061E2,3.790092468E0,2.500000000E0
6.879146124E2,6.501519022E1,2.546213715E1,-2.581908664E0,1.470000029E0,3.052999878E2,3.790092468E0,2.500000000E0
6.889143965E2,6.501519844E1,2.546211259E1,-2.415836970E0,1.500000000E0,3.052000122E2,3.790092468E0,2.500000000E0
6.899134783E2,6.501520567E1,2.546208772E1,-2.418038843E0,1.460000038E0,3.027999878E2,3.790092468E0,2.500000000E0
6.909147994E2,6.501521207E1,2.546206309E1,-2.191053366E0,1.389999986E0,3.026000061E2,3.790092468E0,2.500000000E0
6.919157909E2,6.501521764E1,2.546203974E1,-1.794572847E0,1.360000014E0,3.017000122E2,3.790092468E0,2.500000000E0
6.929167554E2,6.501522300E1,2.546201480E1,-1.793050859E0,1.370000005E0,2.963999939E2,3.790092468E0,2.500000000E0
6.939131550E2,6.501522814E1,2.546198695E1,-1.659326850E0,1.460000038E0,2.922000122E2,3.790092468E0,2.500000000E0
6.949134203E2,6.501523618E1,2.546196361E1,-1.712004999E0,1.370000005E0,3.077000122E2,3.790092468E0,2.500000000E0
6.959154488E2,6.501524497E1,2.546193989E1,-1.572239619E0,1.389999986E0,3.062000122E2,3.790092468E0,2.500000000E0
6.969154330E2,6.501525109E1,2.546191460E1,-1.356545588E0,1.409999967E0,2.956000061E2,3.790092468E0,2.500000000E0
6.979155643E2,6.501526027E1,2.546188787E1,-2.207259095E0,1.399999976E0,3.067999878E2,3.790092468E0,2.500000000E0
6.989139222E2,6.501526739E1,2.546186467E1,-2.425220083E0,1.370000005E0,3.022999878E2,3.790092468E0,2.500000000E0
6.999131615E2,6.501527600E1,2.546184012E1,-1.927056258E0,1.379999995E0,3.090000000E2,3.790092468E0,2.500000000E0
7.009137580E2,6.501528569E1,2.546181605E1,-2.143919671E0,1.389999986E0,3.097000122E2,3.790092468E0,2.500000000E0
7.019133308E2,6.501529561E1,2.546179307E1,-2.420902723E0,1.350000024E0,3.072999878E2,3.790092468E0,2.500000000E0
7.029167689E2,6.501530296E1,2.546177025E1,-2.447701664E0,1.360000014E0,3.045000000E2,3.790092468E0,2.500000000E0
7.039136926E2,6.501531084E1,2.546174774E1,-2.315199031E0,1.360000014E0,3.062999878E2,3.790092468E0,2.500000000E0
7.049155436E2,6.501531841E1,2.546172644E1,-2.188372458E0,1.370000005E0,3.071000061E2,3.790092468E0,2.500000000E0
7.059166261E2,6.501532434E1,2.546170398E1,-1.871115650E0,1.330000043E0,3.030000000E2,3.790092468E0,2.500000000E0
7.069144944E2,6.501532767E1,2.546167643E1,-1.746546196E0,1.289999962E0,2.982000122E2,3.790092468E0,2.500000000E0
7.079135833E2,6.501533319E1,2.546165101E1,-1.370695695E0,1.299999952E0,3.042999878E2,3.790092468E0,2.500000000E0
7.089147639E2,6.501534099E1,2.546162785E1,-1.844699427E0,1.389999986E0,3.107999878E2,3.790092468E0,2.500000000E0
7.099149488E2,6.501534975E1,2.546160606E1,-1.949806946E0,1.370000005E0,3.068999939E2,3.790092468E0,2.500000000E0
7.109157417E2,6.501535695E1,2.546158710E1,-1.542096272E0,1.299999952E0,3.086000061E2,3.790092468E0,2.500000000E0
7.119169630E2,6.501536504E1,2.546156555E1,-1.440355371E0,1.330000043E0,3.066000061E2,3.790092468E0,2.500000000E0
7.129138596E2,6.501537481E1,2.546154427E1,-1.389091173E0,1.330000043E0,3.108999939E2,3.790092468E0,2.500000000E0
7.139173469E2,6.501538540E1,2.546152547E1,-1.175168421E0,1.360000014E0,3.232999878E2,3.790092468E0,2.500000000E0
7.149158213E2,6.501539505E1,2.546150962E1,-1.209108859E0,1.309999943E0,3.268999939E2,3.790092468E0,2.500000000E0
7.159264584E2,6.501540491E1,2.546149122E1,-1.183845464E0,1.269999981E0,3.210000000E2,3.790092468E0,2.500000000E0
7.169152354E2,6.501541650E1,2.546147649E1,-9.622934071E-1,1.379999995E0,3.268999939E2,3.790092468E0,2.500000000E0
7.179157835E2,6.501542882E1,2.546146369E1,-7.939641481E-1,1.409999967E0,3.281000061E2,3.790092468E0,2.500000000E0
7.189152770E2,6.501544072E1,2.546145370E1,-9.792722166E-1,1.370000005E0,3.283999939E2,3.790092468E0,2.500000000E0
7.199133261E2,6.501545258E1,2.546144433E1,-7.278736815E-1,1.350000024E0,3.305000000E2,3.790092468E0,2.500000000E0
7.209125236E2,6.501546395E1,2.546143345E1,-7.151225285E-1,1.350000024E0,3.325000000E2,3.790092468E0,2.500000000E0
7.219131448E2,6.501547606E1,2.546142035E1,-6.207678205E-1,1.370000005E0,3.335000000E2,3.790092468E0,2.500000000E0
7.229126542E2,6.501548858E1,2.546140843E1,-5.437471694E-1,1.370000005E0,3.298999939E2,3.790092468E0,2.500000000E0
7.239154447E2,6.501549934E1,2.546139228E1,-5.807398192E-1,1.370000005E0,3.247999878E2,3.790092468E0,2.500000000E0
7.249139346E2,6.501551057E1,2.546137761E1,-7.396197498E-1,1.440000057E0,3.288999939E2,3.790092468E0,2.500000000E0
7.259146289E2,6.501552170E1,2.546136532E1,-7.843026904E-1,1.419999957E0,3.320000000E2,3.790092468E0,2.500000000E0
7.269207574E2,6.501553129E1,2.546134996E1,-9.683895570E-1,1.340000033E0,3.261000061E2,3.790092468E0,2.500000000E0
7.279160230E2,6.501554069E1,2.546133411E1,-9.262190621E-1,1.350000024E0,3.237999878E2,3.790092468E0,2.500000000E0
7.289148408E2,6.501554964E1,2.546131891E1,-1.294570807E0,1.409999967E0,3.257000122E2,3.790092468E0,2.500000000E0
7.299163769E2,6.501555989E1,2.546130748E1,-9.579667235E-1,1.370000005E0,3.322999878E2,3.790092468E0,2.500000000E0
7.309142415E2,6.501557045E1,2.546129273E1,-9.349006014E-1,1.360000014E0,3.301000061E2,3.790092468E0,2.500000000E0
7.319150074E2,6.501558030E1,2.546127456E1,-6.810605297E-1,1.379999995E0,3.227999878E2,3.790092468E0,2.500000000E0
7.329146139E2,6.501559096E1,2.546126201E1,-5.897569810E-1,1.419999957E0,3.312999878E2,3.790092468E0,2.500000000E0
7.339149644E2,6.501560078E1,2.546124581E1,-4.221594297E-1,1.370000005E0,3.262000122E2,3.790092468E0,2.500000000E0
7.349137357E2,6.501560975E1,2.546122840E1,-2.066490407E-1,1.309999943E0,3.223999939E2,3.790092468E0,2.500000000E0
7.359144827E2,6.501562022E1,2.546121077E1,2.399747014E-2,1.320000052E0,3.272999878E2,3.790092468E0,2.500000000E0
7.369143197E2,6.501563042E1,2.546119558E1,-3.905690785E-2,1.340000033E0,3.297999878E2,3.790092468E0,2.500000000E0
7.379133188E2,6.501564077E1,2.546117844E1,-8.294644809E-2,1.330000043E0,3.273999939E2,3.790092468E0,2.500000000E0
7.389166521E2,6.501565065E1,2.546116099E1,-1.926317279E-1,1.330000043E0,3.260000000E2,3.790092468E0,2.500000000E0
7.399144522E2,6.501566121E1,2.546114556E1,-1.048683925E-1,1.379999995E0,3.280000000E2,3.790092468E0,2.500000000E0
7.409121106E2,6.501567222E1,2.546113032E1,-1.763459404E-1,1.379999995E0,3.306000061E2,3.790092468E0,2.500000000E0
7.419137657E2,6.501568240E1,2.546111287E1,-9.425887627E-2,1.360000014E0,3.242999878E2,3.790092468E0,2.500000000E0
7.429155103E2,6.501569296E1,2.546109772E1,-2.120499392E-2,1.379999995E0,3.306000061E2,3.790092468E0,2.500000000E0
7.439152267E2,6.501570289E1,2.546108133E1,2.450529109E-2,1.350000024E0,3.276000061E2,3.790092468E0,2.500000000E0
7.449131947E2,6.501571227E1,2.546106247E1,-8.359298625E-2,1.350000024E0,3.232999878E2,3.790092468E0,2.500000000E0
7.459152936E2,6.501572284E1,2.546104636E1,3.049515436E-1,1.370000005E0,3.288999939E2,3.790092468E0,2.500000000E0
7.469156978E2,6.501573392E1,2.546103193E1,3.838646513E-1,1.399999976E0,3.303999939E2,3.790092468E0,2.500000000E0
7.479167784E2,6.501574485E1,2.546101663E1,2.909027530E-1,1.399999976E0,3.281000061E2,3.790092468E0,2.500000000E0
7.489131757E2,6.501575545E1,2.546100266E1,2.423746736E-1,1.299999952E0,3.287000122E2,3.790092468E0,2.500000000E0
7.499150090E2,6.501576502E1,2.546098941E1,2.356561277E-1,1.259999990E0,3.290000000E2,3.790092468E0,2.500000000E0
7.509151286E2,6.501577555E1,2.546097365E1,2.784365372E-1,1.389999986E0,3.271000061E2,3.790092468E0,2.500000000E0
7.519131777E2,6.501578581E1,2.546095870E1,4.479871300E-1,1.320000052E0,3.270000000E2,3.790092468E0,2.500000000E0
7.529160283E2,6.501579553E1,2.546094307E1,4.141077059E-1,1.309999943E0,3.255000000E2,3.790092468E0,2.500000000E0
7.539174421E2,6.501580598E1,2.546092707E1,5.091342217E-1,1.350000024E0,3.263999939E2,3.790092468E0,2.500000000E0
7.549155597E2,6.501581630E1,2.546091167E1,3.504987223E-1,1.370000005E0,3.291000061E2,3.790092468E0,2.500000000E0
7.559136559E2,6.501582585E1,2.546089665E1,3.266291737E-1,1.340000033E0,3.276000061E2,3.790092468E0,2.500000000E0
7.569152943E2,6.501583602E1,2.546088092E1,2.213994693E-1,1.370000005E0,3.278999939E2,3.790092468E0,2.500000000E0
7.579153801E2,6.501584638E1,2.546086403E1,2.517286878E-1,1.389999986E0,3.270000000E2,3.790092468E0,2.500000000E0
7.589155351E2,6.501585682E1,2.546084964E1,2.608788595E-1,1.350000024E0,3.287999878E2,3.790092468E0,2.500000000E0
7.599133799E2,6.501586702E1,2.546083322E1,5.015353224E-1,1.330000043E0,3.265000000E2,3.790092468E0,2.500000000E0
7.609136328E2,6.501587631E1,2.546081598E1,2.965133663E-1,1.370000005E0,3.237000122E2,3.790092468E0,2.500000000E0
7.619137968E2,6.501588689E1,2.546079782E1,5.446768777E-1,1.350000024E0,3.242000122E2,3.790092468E0,2.500000000E0
7.629156827E2,6.501589837E1,2.546078378E1,2.111753040E-1,1.360000014E0,3.320000000E2,3.790092468E0,2.500000000E0
7.639161482E2,6.501590834E1,2.546076661E1,9.593580357E-2,1.289999962E0,3.233999939E2,3.790092468E0,2.500000000E0
7.649168338E2,6.501591880E1,2.546075146E1,1.113725311E-1,1.379999995E0,3.287999878E2,3.790092468E0,2.500000000E0
7.659161949E2,6.501592921E1,2.546073711E1,-1.955296802E-2,1.370000005E0,3.293999939E2,3.790092468E0,2.500000000E0
7.669134266E2,6.501593939E1,2.546071935E1,-7.784679328E-2,1.389999986E0,3.230000000E2,3.790092468E0,2.500000000E0
7.679136347E2,6.501594991E1,2.546070229E1,-1.219805428E-1,1.379999995E0,3.258999939E2,3.790092468E0,2.500000000E0
7.689158859E2,6.501596156E1,2.546068839E1,-2.372204550E-1,1.419999957E0,3.311000061E2,3.790092468E0,2.500000000E0
7.699156171E2,6.501597236E1,2.546067042E1,-9.684510333E-2,1.360000014E0,3.240000000E2,3.790092468E0,2.500000000E0
7.709132892E2,6.501598374E1,2.546065637E1,-5.053672514E-3,1.399999976E0,3.312000122E2,3.790092468E0,2.500000000E0
7.719131901E2,6.501599521E1,2.546064187E1,-8.867734904E-2,1.330000043E0,3.282000122E2,3.790092468E0,2.500000000E0
7.729177016E2,6.501600647E1,2.546062737E1,1.685193680E-1,1.320000052E0,3.315000000E2,3.790092468E0,2.500000000E0
7.739158885E2,6.501601796E1,2.546061050E1,-5.402050699E-2,1.500000000E0,3.283999939E2,3.790092468E0,2.500000000E0
7.749129857E2,6.501603046E1,2.546059316E1,3.844163300E-2,1.500000000E0,3.297999878E2,3.790092468E0,2.500000000E0
7.759140374E2,6.501604146E1,2.546057624E1,4.624862323E-2,1.389999986E0,3.297999878E2,3.790092468E0,2.500000000E0
7.769160353E2,6.501605322E1,2.546055970E1,-1.682346925E-1,1.480000019E0,3.266000061E2,3.790092468E0,2.500000000E0
7.779153023E2,6.501606516E1,2.546054378E1,-1.095857084E-1,1.440000057E0,3.285000000E2,3.790092468E0,2.500000000E0
7.789144763E2,6.501607693E1,2.546052608E1,-2.926930950E-2,1.500000000E0,3.242000122E2,3.790092468E0,2.500000000E0
7.799133798E2,6.501608794E1,2.546050847E1,1.684790309E-1,1.460000038E0,3.252000122E2,3.790092468E0,2.500000000E0
7.809155105E2,6.501609852E1,2.546049225E1,-1.939247697E-2,1.450000048E0,3.287000122E2,3.790092468E0,2.500000000E0
7.819135527E2,6.501610910E1,2.546047609E1,1.132926599E-1,1.470000029E0,3.277999878E2,3.790092468E0,2.500000000E0
7.829148412E2,6.501611942E1,2.546045971E1,-5.792138530E-3,1.480000019E0,3.287000122E2,3.790092468E0,2.500000000E0
7.839168338E2,6.501613019E1,2.546044735E1,-3.234751836E-2,1.340000033E0,3.335000000E2,3.790092468E0,2.500000000E0
7.849139081E2,6.501614017E1,2.546043151E1,-2.190590988E-1,1.360000014E0,3.297000122E2,3.790092468E0,2.500000000E0
7.859160424E2,6.501615046E1,2.546041354E1,-8.991402320E-2,1.379999995E0,3.278999939E2,3.790092468E0,2.500000000E0
7.869150193E2,6.501616014E1,2.546039532E1,-2.253561322E-1,1.379999995E0,3.247999878E2,3.790092468E0,2.500000000E0
7.879145425E2,6.501617137E1,2.546037777E1,-1.759843399E-1,1.450000048E0,3.287000122E2,3.790092468E0,2.500000000E0
7.889146408E2,6.501618126E1,2.546035936E1,-2.414192208E-1,1.389999986E0,3.235000000E2,3.790092468E0,2.500000000E0
7.899150824E2,6.501619197E1,2.546034181E1,-5.524598252E-1,1.470000029E0,3.262999878E2,3.790092468E0,2.500000000E0
7.909146934E2,6.501620280E1,2.546032605E1,-5.842645045E-1,1.429999948E0,3.272999878E2,3.790092468E0,2.500000000E0
7.919151990E2,6.501621354E1,2.546031097E1,-6.409104076E-1,1.450000048E0,3.282000122E2,3.790092468E0,2.500000000E0
7.929154319E2,6.501622440E1,2.546029474E1,-8.094338838E-1,1.419999957E0,3.278999939E2,3.790092468E0,2.500000000E0
7.939133588E2,6.501623532E1,2.546028020E1,-7.590851886E-1,1.350000024E0,3.295000000E2,3.790092468E0,2.500000000E0
7.949149897E2,6.501624718E1,2.546026573E1,-5.829433959E-1,1.409999967E0,3.296000061E2,3.790092468E0,2.500000000E0
7.959148521E2,6.501625850E1,2.546025085E1,-5.760519127E-1,1.429999948E0,3.292999878E2,3.790092468E0,2.500000000E0
7.969168706E2,6.501627018E1,2.546023407E1,-5.662920574E-1,1.460000038E0,3.286000061E2,3.790092468E0,2.500000000E0
7.979153638E2,6.501628132E1,2.546021747E1,-5.082531710E-1,1.480000019E0,3.292999878E2,3.790092468E0,2.500000000E0
7.989135342E2,6.501629178E1,2.546020048E1,-6.052433469E-1,1.399999976E0,3.252999878E2,3.790092468E0,2.500000000E0
7.999152935E2,6.501630362E1,2.546018750E1,-6.183104223E-1,1.409999967E0,3.302999878E2,3.790092468E0,2.500000000E0
8.009156710E2,6.501631507E1,2.546017213E1,-6.623833827E-1,1.399999976E0,3.296000061E2,3.790092468E0,2.500000000E0
8.019138274E2,6.501632634E1,2.546015490E1,-5.271961570E-1,1.440000057E0,3.277000122E2,3.790092468E0,2.500000000E0
8.029150312E2,6.501633745E1,2.546013776E1,-7.201948982E-1,1.419999957E0,3.285000000E2,3.790092468E0,2.500000000E0
8.039134374E2,6.501634863E1,2.546012509E1,-6.996313246E-1,1.350000024E0,3.318999939E2,3.790092468E0,2.500000000E0
8.049160545E2,6.501635871E1,2.546010961E1,-6.882838409E-1,1.309999943E0,3.273999939E2,3.790092468E0,2.500000000E0
8.059166158E2,6.501637006E1,2.546009094E1,-6.725425548E-1,1.399999976E0,3.267000122E2,3.790092468E0,2.500000000E0
8.069155991E2,6.501638149E1,2.546007329E1,-6.609516154E-1,1.440000057E0,3.272999878E2,3.790092468E0,2.500000000E0
8.079137611E2,6.501639275E1,2.546005771E1,-6.428296954E-1,1.450000048E0,3.288999939E2,3.790092468E0,2.500000000E0
8.089153403E2,6.501640304E1,2.546004138E1,-8.635380213E-1,1.379999995E0,3.257999878E2,3.790092468E0,2.500000000E0
8.099149274E2,6.501641405E1,2.546002459E1,-8.266172663E-1,1.429999948E0,3.272999878E2,3.790092468E0,2.500000000E0
8.109152173E2,6.501642532E1,2.546001099E1,-8.291250875E-1,1.419999957E0,3.311000061E2,3.790092468E0,2.500000000E0
8.119147128E2,6.501643682E1,2.545999661E1,-7.317185051E-1,1.480000019E0,3.308999939E2,3.790092468E0,2.500000000E0
8.129136020E2,6.501644690E1,2.545998133E1,-6.683080206E-1,1.389999986E0,3.285000000E2,3.790092468E0,2.500000000E0
8.139145629E2,6.501645779E1,2.545996695E1,-7.120755184E-1,1.379999995E0,3.282000122E2,3.790092468E0,2.500000000E0
8.149146406E2,6.501646867E1,2.545995082E1,-6.125936304E-1,1.409999967E0,3.260000000E2,3.790092468E0,2.500000000E0
8.159147560E2,6.501648028E1,2.545993553E1,-9.016007335E-1,1.460000038E0,3.306000061E2,3.790092468E0,2.500000000E0
8.169131949E2,6.501649096E1,2.545991678E1,-7.529246266E-1,1.450000048E0,3.241000061E2,3.790092468E0,2.500000000E0
8.179128123E2,6.501650078E1,2.545989843E1,-8.492432737E-1,1.389999986E0,3.215000000E2,3.790092468E0,2.500000000E0
8.189152502E2,6.501651186E1,2.545988273E1,-7.272394602E-1,1.470000029E0,3.272999878E2,3.790092468E0,2.500000000E0
8.199153100E2,6.501652283E1,2.545986669E1,-6.536365083E-1,1.409999967E0,3.277000122E2,3.790092468E0,2.500000000E0
8.209157603E2,6.501653402E1,2.545985115E1,-7.017987417E-1,1.429999948E0,3.300000000E2,3.790092468E0,2.500000000E0
8.219125694E2,6.501654461E1,2.545983715E1,-7.340304527E-1,1.370000005E0,3.298999939E2,3.790092468E0,2.500000000E0
8.229131356E2,6.501655555E1,2.545982303E1,-7.254908243E-1,1.379999995E0,3.292999878E2,3.790092468E0,2.500000000E0
8.239155907E2,6.501656544E1,2.545980774E1,-8.280348596E-1,1.279999971E0,3.273999939E2,3.790092468E0,2.500000000E0
8.249151465E2,6.501657619E1,2.545979114E1,-1.137854717E0,1.399999976E0,3.265000000E2,3.790092468E0,2.500000000E0
8.259164964E2,6.501658673E1,2.545977346E1,-1.557965100E0,1.470000029E0,3.248999939E2,3.790092468E0,2.500000000E0
8.269134108E2,6.501659834E1,2.545975785E1,-1.760851625E0,1.409999967E0,3.306000061E2,3.790092468E0,2.500000000E0
8.279136659E2,6.501660878E1,2.545974221E1,-2.155937405E0,1.399999976E0,3.282999878E2,3.790092468E0,2.500000000E0
8.289161696E2,6.501662090E1,2.545972798E1,-2.174558889E0,1.419999957E0,3.301000061E2,3.790092468E0,2.500000000E0
8.299170000E2,6.501663394E1,2.545971618E1,-2.330631722E0,1.440000057E0,3.368999939E2,3.790092468E0,2.500000000E0
8.309157436E2,6.501664699E1,2.545971145E1,-2.333200617E0,1.450000048E0,3.492000122E2,3.790092468E0,2.500000000E0
8.319287882E2,6.501665938E1,2.545971027E1,-2.434645946E0,1.360000014E0,3.556000061E2,3.790092468E0,2.500000000E0
8.329154906E2,6.501667167E1,2.545970689E1,-2.299274992E0,1.279999971E0,3.527999878E2,3.790092468E0,2.500000000E0
8.339147719E2,6.501668361E1,2.545970779E1,-2.250878683E0,1.190000057E0,0.000000000E0,3.790092468E0,2.500000000E0
8.349141360E2,6.501669324E1,2.545971297E1,-2.229641804E0,8.799999952E-1,7.599999905E0,3.790092468E0,2.500000000E0
8.359170735E2,6.501669841E1,2.545971397E1,-2.209807312E0,4.300000072E-1,6.099999905E0,3.790092468E0,2.500000000E0
